Action Entropy,Policy Type,Potential,Collision Likelihood,Reach Reduction,Trial_ID
0.3,Local Feedback,0.006316654485856252,0.09169512922960799,0.908304870770392,45
0.3,Global Optimal,0.025273129506499455,0.034384228097126934,1.0,46
0.3,Local Feedback,0.023118898697090856,0.08523799194929949,0.9147620080507006,46
0.3,Global Optimal,0.0028456025413274603,0.0373147607960953,1.0,47
0.3,Local Feedback,0.0027271247998348425,0.041635379422084506,0.9583646205779155,47
0.3,Global Optimal,0.0028456025413274603,0.0373147607960953,1.0,48
0.3,Local Feedback,0.0027271247998348425,0.041635379422084506,0.9583646205779155,48
0.3,Global Optimal,0.018528757368931423,0.2732554464149979,0.9303323602671111,49
0.3,Local Feedback,0.0004280728833521003,0.9748717243914707,0.021493619243084447,49
0.4,Global Optimal,0.013572433827283324,0.25842886590760683,0.7502148390098285,0
0.4,Local Feedback,0.0026626117995441007,0.7871725599574506,0.14717558456797986,0
0.4,Global Optimal,0.04652452985565897,0.2523918732264907,0.922695484206252,1
0.4,Local Feedback,0.00029579120749132187,0.9935446414966863,0.00586626479121659,1
0.4,Global Optimal,0.0285280557752466,0.0917303383553506,0.9999999999999999,2
0.4,Local Feedback,0.01934712357270949,0.3218211670247527,0.6781788329752468,2
0.4,Global Optimal,0.0285280557752466,0.0917303383553506,0.9999999999999999,3
0.4,Local Feedback,0.01934712357270949,0.3218211670247527,0.6781788329752468,3
0.4,Global Optimal,0.03745796992916604,0.060458886956015534,1.0,4
0.4,Local Feedback,0.033412364921623465,0.10800385112148114,0.8919961488785187,4
0.4,Global Optimal,0.0285280557752466,0.055541046454360865,0.9999999999999999,5
0.4,Local Feedback,0.022878348911020217,0.19804037501667215,0.8019596249833276,5
0.4,Global Optimal,0.0285280557752466,0.0917303383553506,0.9999999999999999,6
0.4,Local Feedback,0.01934712357270949,0.3218211670247527,0.6781788329752468,6
0.4,Global Optimal,0.01809139611953945,0.05303625518193433,0.9999999999999998,7
0.4,Local Feedback,0.01712894604257,0.0531993258347796,0.9468006741652203,7
0.4,Global Optimal,0.01809139611953945,0.05303625518193433,0.9999999999999998,8
0.4,Local Feedback,0.01712894604257,0.0531993258347796,0.9468006741652203,8
0.4,Global Optimal,0.059066920446931334,0.06230399160860345,1.0,9
0.4,Local Feedback,0.05049575015354973,0.14510948308338412,0.8548905169166156,9
0.4,Global Optimal,0.021193018320764,0.057331693405841544,1.0,10
0.4,Local Feedback,0.01866051966258742,0.1194968371114622,0.8805031628885376,10
0.4,Global Optimal,0.05906692044693132,0.049276148877179904,1.0,11
0.4,Local Feedback,0.05300135360565188,0.10268974233605177,0.8973102576639482,11
0.4,Global Optimal,0.007612561044853579,0.24426571892749838,0.7437211437909416,12
0.4,Local Feedback,0.00037520680926105704,0.9565583758809386,0.03665642031605545,12
0.4,Global Optimal,0.0285280557752466,0.0917303383553506,0.9999999999999999,13
0.4,Local Feedback,0.01934712357270949,0.3218211670247527,0.6781788329752468,13
0.4,Global Optimal,0.0285280557752466,0.055541046454360865,0.9999999999999999,14
0.4,Local Feedback,0.022878348911020217,0.19804037501667215,0.8019596249833276,14
0.4,Global Optimal,0.059066920446931334,0.06230399160860345,1.0,15
0.4,Local Feedback,0.05049575015354973,0.14510948308338412,0.8548905169166156,15
0.4,Global Optimal,0.007612561044853579,0.24426571892749838,0.7437211437909416,16
0.4,Local Feedback,0.00037520680926105704,0.9565583758809386,0.03665642031605545,16
0.4,Global Optimal,0.05906692044693132,0.049276148877179904,1.0,17
0.4,Local Feedback,0.05300135360565188,0.10268974233605177,0.8973102576639482,17
0.4,Global Optimal,0.059066920446931334,0.06230399160860345,1.0,18
0.4,Local Feedback,0.05049575015354973,0.14510948308338412,0.8548905169166156,18
0.4,Global Optimal,0.059066920446931334,0.06230399160860345,1.0,19
0.4,Local Feedback,0.05049575015354973,0.14510948308338412,0.8548905169166156,19
0.4,Global Optimal,0.03745796992916604,0.059369753848804385,1.0,20
0.4,Local Feedback,0.03351053178050957,0.10538313090968798,0.8946168690903118,20
0.4,Global Optimal,0.03745796992916604,0.059369753848804385,1.0,21
