Action Entropy,Policy Type,Potential,Collision Likelihood,Trial_ID
0.6,Local Feedback,8.609420787500525e-12,0.7999999999999997,10
0.6,Global Feedback,0.6762579470007107,0.1405159852412822,11
0.6,Local Feedback,4.2919223616146707e-13,0.8,11
0.6,Global Feedback,0.901659783739815,0.0171034459164792,12
0.6,Local Feedback,0.04473257715995823,0.7793123078601316,12
0.6,Global Feedback,0.6616455339327447,0.0623670648397842,13
0.6,Local Feedback,0.5230576586035258,0.16610553888879231,13
0.6,Global Feedback,0.7835833945105499,0.0255514324761381,14
0.6,Local Feedback,0.12093323576797634,0.702152460798788,14
0.6,Global Feedback,0.4160264199737739,0.1077900663597919,15
0.6,Local Feedback,0.020234800132028236,0.7887391638843844,15
0.6,Global Feedback,0.6368857115126889,0.0788029003083725,16
0.6,Local Feedback,0.2705904417317587,0.4670582375345134,16
0.6,Global Feedback,0.7779334551477111,0.0599015573224598,17
0.6,Local Feedback,0.45661648681627637,0.16766564548876697,17
0.6,Global Feedback,0.692852227145352,0.1038615840296851,18
0.6,Local Feedback,0.39482071562207993,0.3838262469302774,18
0.6,Global Feedback,0.8271612449233002,0.0437023306227785,19
0.6,Local Feedback,0.37634813444803666,0.4603865114317911,19
0.6,Global Feedback,0.8952317008996833,0.0281710207890738,20
0.6,Local Feedback,0.19899100835468128,0.619643701526027,20
0.6,Global Feedback,0.9105878231225388,0.0140390378647566,21
0.6,Local Feedback,0.35073176089320585,0.4003712852286685,21
0.6,Global Feedback,0.5842295600048036,0.1129996608824108,22
0.6,Local Feedback,2.1879262581883602e-06,0.7999999806929572,22
0.6,Global Feedback,0.6639016124214074,0.1076032897554977,23
0.6,Local Feedback,2.3772459922468815e-08,0.799999999975946,23
0.6,Global Feedback,0.5640654290516346,0.0924202966939814,24
0.6,Local Feedback,1.0515929224627387e-11,0.7999999999999996,24
0.7,Global Feedback,0.9625166076479728,0.0067374532679536,0
0.7,Local Feedback,0.5959091000595534,0.3332175239889075,0
0.7,Global Feedback,0.8906842390412034,0.0346151038401163,1
0.7,Local Feedback,0.006128574656284537,0.7990799921868041,1
0.7,Global Feedback,0.9065006919003474,0.0096189469505656,2
0.7,Local Feedback,0.5205756333298536,0.23295998424108408,2
0.7,Global Feedback,0.8364937809362295,0.0282555612567818,3
0.7,Local Feedback,0.0009271967477632332,0.7999289872125939,3
0.7,Global Feedback,0.9253723315785132,0.0083938962869383,4
0.7,Local Feedback,0.672827479121769,0.04708176094160176,4
0.7,Global Feedback,0.8329877202823994,0.0115678062458657,5
0.7,Local Feedback,0.6605161352582793,0.05352631935513744,5
0.7,Global Feedback,0.6630985070362779,0.066636106793176,6
0.7,Local Feedback,0.5258379619974527,0.07472209083620625,6
0.7,Global Feedback,0.950273816081446,0.0174669593127898,7
0.7,Local Feedback,0.007242260345623384,0.7988590468681096,7
0.7,Global Feedback,0.6582575876956299,0.0786973984043373,8
0.7,Local Feedback,0.4572805730946043,0.2520465010282612,8
0.7,Global Feedback,0.8959552106568373,0.0211771201966644,9
0.7,Local Feedback,0.6009012858548942,0.1534244156725701,9
0.7,Global Feedback,0.9860497235730462,0.0017241459321742,10
0.7,Local Feedback,0.6940769735427111,0.06836716324406616,10
0.7,Global Feedback,0.789244786941405,0.0557570337306772,11
0.7,Local Feedback,0.6350817428648057,0.022652337193531283,11
